tweet,stemming
"['gus', 'inud', 'escincaau', 'agussun', 'rohmanmomo', 'hastag', 'percumalaporpolisi']",gus inud escincaau agussun rohmanmomo hastag percumalaporpolisi
"['ndagels', 'lapor', 'polisi', 'percumalaporpolisi', 'awak', 'tikam', 'awak', 'tersangka', 'nasib', 'lahir', 'negara', 'dagelan']",ndagels lapor polisi percumalaporpolisi awak tikam awak sangka nasib lahir negara dagel
"['tembangjiwa', 'percumalaporpolisi']",tembangjiwa percumalaporpolisi
"['hashtag', 'percumalaporpolisi', 'ga']",hashtag percumalaporpolisi ga
"['agussun', 'rohmanmomo', 'percumalaporpolisi']",agussun rohmanmomo percumalaporpolisi
"['kumparan', 'kompolnas', 'ri', 'percumalaporpolisi']",kumpar kompolnas ri percumalaporpolisi
"['lelaki', 'unyi', 'annisa', 'percumalaporpolisi']",lelaki unyi annisa percumalaporpolisi
"['percumalaporpolisi', 'https', 't', 'co', 'yxrhisbqm']",percumalaporpolisi https t co yxrhisbqm
"['baca', 'tweet', 'percumalaporpolisi', 'asik', 'asik', 'ceritanya']",baca tweet percumalaporpolisi asik asik cerita
"['agussun', 'rohmanmomo', 'percumalaporpolisi']",agussun rohmanmomo percumalaporpolisi
"['polisi', 'kerjanya', 'nilang', 'tok', 'percumalaporpolisi']",polisi kerja nilang tok percumalaporpolisi
"['percumalaporpolisi', 'gk', 'viral', 'gk', 'usut']",percumalaporpolisi gk viral gk usut
"['pro', 'imigran', 'cn', 'laknat', 'pro', 'komunis', 'binatang', 'lp', 'dihentikan', 'cina', 'laknat', 'menipu', 'menggelapkan', 'memeras', 'pribumi', 'percumalaporpolisi', 'jokowijenius', 'tapiboong', 'https', 't', 'co', 'e', 'z', 'uxhy']",pro imigran cn laknat pro komunis binatang lp henti cina laknat tipu gelap peras pribumi percumalaporpolisi jokowijenius tapiboong https t co e z uxhy
"['daudjundan', 'zaldin', 'erickapnnn', 'syaif', 'lukcymee', 'aiexaedward', 'uswandi', 'blank', 'acyowta', 'agussun', 'rohmanmomo', 'divhumas', 'polri', 'percumalaporpolisi']",daudjundan zaldin erickapnnn syaif lukcymee aiexaedward uswandi blank acyowta agussun rohmanmomo divhumas polri percumalaporpolisi
"['percumalaporpolisi', 'instropeksi', 'institusi', 'polri', 'anggota', 'keluarga']",percumalaporpolisi instropeksi institusi polri anggota keluarga
"['alvinxki', 'iya', 'ya', 'pas', 'bilang', 'percumalaporpolisi', 'gini', 'gini', 'gini', 'gini', 'bapaknya', 'kek', 'bilang', 'affirmative']",alvinxki iya ya pas bilang percumalaporpolisi gin gin gin gin bapak kek bilang affirmative
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'percumalaporpolisi', 'polisi', 'parah', 'citranya', 'hancur', 'lebur']",percumalaporpolisi percumalaporpolisi polisi parah citra hancur lebur
"['rohmanmomo', 'iyah', 'lapor', 'polisi', 'percumalaporpolisi']",rohmanmomo iyah lapor polisi percumalaporpolisi
"['kumparan', 'kompolnas', 'ri', 'hadew', 'percumalaporpolisi']",kumpar kompolnas ri hadew percumalaporpolisi
"['agussun', 'rohmanmomo', 'percumalaporpolisi']",agussun rohmanmomo percumalaporpolisi
"['syaif', 'erickapnnn', 'lukcymee', 'aiexaedward', 'uswandi', 'blank', 'acyowta', 'agussun', 'rohmanmomo', 'divhumas', 'polri', 'salah', 'alesan', 'percumalaporpolisi']",syaif erickapnnn lukcymee aiexaedward uswandi blank acyowta agussun rohmanmomo divhumas polri salah alesan percumalaporpolisi
"['percumalaporpolisi', 'dana', 'operasional', 'polisi', 'nggak', 'tindak', 'https', 't', 'co', 'vulrceqygh']",percumalaporpolisi dana operasional polisi nggak tindak https t co vulrceqygh
"['tvonenews', 'smua', 'fasilitas', 'utk', 'rakyat', 'krna', 'fasilitasi', 'pemerintah', 'smua', 'yg', 'berhubugan', 'pelayanan', 'gratissssss', 'klo', 'lapor', 'uang', 'nya', 'memng', 'barokah', 'ya', 'ngasih', 'anak', 'istri', 'uang', 'rakyat', 'percumala']",tvonenews smua fasilitas utk rakyat krna fasilitas perintah smua yg berhubugan layan gratissssss klo lapor uang nya memng barokah ya ngasih anak istri uang rakyat percumala
"['kemacetan', 'rutinitas', 'persimpangan', 'tugu', 'cinangka', 'depok', 'tolong', 'antisipasi', 'dishub', 'dpk', 'atcs', 'depok', 'restrodepok', 'tmcpoldametro', 'tagar', 'percumalaporpolisi', 'muncul', 'https', 't', 'co', 'fwmfqu', 'bym']",macet rutinitas simpang tugu cinangka depok tolong antisipasi dishub dpk atcs depok restrodepok tmcpoldametro tagar percumalaporpolisi muncul https t co fwmfqu bym
"['kalo', 'polisi', 'curi', 'barbut', 'narkoba', 'tolol', 'pintar', 'percumalaporpolisi']",kalo polisi curi barbut narkoba tolol pintar percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['boro', 'boro', 'pemerkosaan', 'laporan', 'apapun', 'kemaren', 'kayaknya', 'berkas', 'bukti', 'pelapor', 'dijadiin', 'sampah', 'doang', 'percumalaporpolisi']",boro boro perkosa lapor apa kemaren kayak berkas bukti lapor dijadiin sampah doang percumalaporpolisi
"['percumalaporpolisi', 'tuh', 'bener', 'sih', 'bokap', 'peras', 'wartawan', 'polisi', 'dateng', 'kirain', 'bantu', 'meras', 'maen']",percumalaporpolisi tuh bener sih bokap peras wartawan polisi dateng kirain bantu ras maen
"['yg', 'kau', 'panggil', 'polisi', 'pelakunya', 'percumalaporpolisi', 'pelindungoligarki', 'pelecehanseksual']",yg kau panggil polisi laku percumalaporpolisi pelindungoligarki pelecehanseksual
"['percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi
"['motore', 'masku', 'ilang', 'ikhlas', 'ae', 'ra', 'sah', 'lopar', 'lapor', 'percumalaporpolisi']",motore mas ilang ikhlas ae ra sah lopar lapor percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['datamu', 'disalahgunakan', 'laporan', 'privilege', 'ya', 'data', 'presiden', 'aja', 'bocor', 'datamu', 'percumalaporpolisi']",data disalahgunakan lapor privilege ya data presiden aja bocor data percumalaporpolisi
"['percumalaporpolisi', 'https', 't', 'co', 'gym', 'r', 'hl']",percumalaporpolisi https t co gym r hl
['percumalaporpolisi'],percumalaporpolisi
"['syaif', 'lukcymee', 'aiexaedward', 'erickapnnn', 'uswandi', 'blank', 'acyowta', 'agussun', 'rohmanmomo', 'divhumas', 'polri', 'sibuk', 'syuting', 'percumalaporpolisi']",syaif lukcymee aiexaedward erickapnnn uswandi blank acyowta agussun rohmanmomo divhumas polri sibuk syuting percumalaporpolisi
"['fahrihamzah', 'budimandjatmiko', 'percumalaporpolisi']",fahrihamzah budimandjatmiko percumalaporpolisi
"['fadlizon', 'percumalaporpolisi']",fadlizon percumalaporpolisi
"['semangat', 'ayo', 'ayomi', 'yg', 'viral', 'percumalaporpolisi']",semangat ayo ayom yg viral percumalaporpolisi
"['keliatan', 'aja', 'kualitas', 'hukum', 'indonesia', 'sih', 'pas', 'sidang', 'pengadilan', 'keliatan', 'keadilan', 'laporan', 'aja', 'udah', 'ga', 'adil', 'percumalaporpolisi', 'https', 't', 'co', 'gipvocss']",liat aja kualitas hukum indonesia sih pas sidang adil liat adil lapor aja udah ga adil percumalaporpolisi https t co gipvocss
"['bruakakakakakak', 'percumalaporpolisi']",bruakakakakakak percumalaporpolisi
"['rohmanmomo', 'ya', 'percumalaporpolisi']",rohmanmomo ya percumalaporpolisi
"['percumalaporpolisi', 'bernama', 'hati', 'masyarakat']",percumalaporpolisi nama hati masyarakat
"['suka', 'ketawanya', 'percumalaporpolisi', 'https', 't', 'co', 'qtvd', 'bd', 'g']",suka ketawa percumalaporpolisi https t co qtvd bd g
"['rohmanmomo', 'percumalaporpolisi']",rohmanmomo percumalaporpolisi
"['beckzjr', 'koalairasss', 'polisi', 'mah', 'gercepnya', 'kalo', 'pas', 'tilangan', 'doang', 'percumalaporpolisi']",beckzjr koalairasss polisi mah gercepnya kalo pas tilang doang percumalaporpolisi
"['percumalaporpolisi', 'gk', 'kerja', 'gk', 'beres']",percumalaporpolisi gk kerja gk beres
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'https', 't', 'co', 'ukszq', 'wn']",percumalaporpolisi https t co ukszq wn
"['negara', 'tdk', 'butuh', 'orang', 'negara', 'butuh', 'orang', 'setia', 'setia', 'dgn', 'ketidakadilan', 'setia', 'kebohongan', 'setia', 'kerakusan', 'setia', 'pelanggaran', 'ham', 'setia', 'penguasa', 'percumalaporpolisi', 'reformasidikorupsi']",negara tdk butuh orang negara butuh orang setia setia dgn ketidakadilan setia bohong setia rakus setia langgar ham setia kuasa percumalaporpolisi reformasidikorupsi
"['kluarga', 'lapor', 'k', 'polsek', 'perusakan', 'sawah', 'pelaku', 'foto', 'bukti', 'kerusakan', 'tp', 'ngk', 'ditangkap', 'pelaku', 'merusak', 'lg', 'krn', 'udah', 'gondok', 'jd', 'kluarga', 'tangkap', 'sendri', 'pelaku', 'diikat', 'percumalaporpolisi']",kluarga lapor k polsek rusa sawah laku foto bukti rusa tp ngk tangkap laku rusak lg krn udah gondok jd kluarga tangkap sendri laku ikat percumalaporpolisi
"['percumalaporpolisi', 'lapor', 'duit', 'warga', 'indonesia', 'yg', 'dibawa', 'kabur', 'maling', 'berdasi', 'dihiraukan']",percumalaporpolisi lapor duit warga indonesia yg bawa kabur maling das hirau
"['w', 'jd', 'inget', 'w', 'lg', 'ngopi', 'warkop', 'tas', 'w', 'motor', 'yg', 'ngambil', 'w', 'tau', 'yg', 'ngambil', 'berhubung', 'w', 'lapor', 'k', 'polisi', 'bla', 'bla', 'bla', 'trus', 'polisi', 'oh', 'isi', 'tas', 'nya', 'perlengkapan', 'kerja', 'ga', 'yg', 'mahal', 'berharga', 'percumalaporpolisi']",w jd inget w lg ngopi warkop tas w motor yg ngambil w tau yg ngambil hubung w lapor k polisi bla bla bla trus polisi oh isi tas nya lengkap kerja ga yg mahal harga percumalaporpolisi
"['tagar', 'percumalaporpolisi', 'daun', 'direspon', 'polri', 'dgn', 'datanya', 'dibalas', 'netizen', 'dgn', 'byk', 'testimoni', 'lapor', 'polisi', 'rugi', 'yg', 'dijadikan', 'bahan', 'candaan', 'introspeksi', 'rakyat', 'mengkritik', 'bgt', 'krn', 'berharap', 'polisi', 'terhormat']",tagar percumalaporpolisi daun direspon polri dgn data balas netizen dgn byk testimoni lapor polisi rugi yg jadi bahan canda introspeksi rakyat kritik bgt krn harap polisi hormat
"['percumalaporpolisi', 'bikin', 'laporan', 'pejabat', 'kehilangan', 'hati', 'nurani', 'ditindaklanjuti']",percumalaporpolisi bikin lapor jabat hilang hati nurani ditindaklanjuti
"['lapor', 'tuhan', 'lapor', 'polisi', 'percumalaporpolisi']",lapor tuhan lapor polisi percumalaporpolisi
"['pengen', 'namabahin', 'cerita', 'percumalaporpolisi', 'temen', 'mama', 'gw', 'tante', 'as', 'suaminya', 'hilang', 'beliau', 'lapor', 'isilop', 'gimana', 'nya', 'bbrp', 'tante', 'as', 'ngakuin', 'mayat', 'kepala', 'diurus', 'd', 'rumahnya', 'pakek', 'id', 'suaminya', 'tante', 'as', 'gamau', 'yakali', 'bbrp']",ken namabahin cerita percumalaporpolisi temen mama gw tante as suami hilang beliau lapor isilop gimana nya bbrp tante as ngakuin mayat kepala urus d rumah pakek id suami tante as gamau yakali bbrp
"['nneve', 'percumalaporpolisi']",nneve percumalaporpolisi
"['ramaikan', 'percumalaporpolisi', 'istri', 'ga', 'dibawa', 'kabur', 'orang']",ramai percumalaporpolisi istri ga bawa kabur orang
"['yah', 'ceritanya', 'percumalaporpolisi']",yah cerita percumalaporpolisi
"['percumalaporpolisi', 'tren']",percumalaporpolisi tren
['percumalaporpolisi'],percumalaporpolisi
"['aman', 'gak', 'tangkap', 'nominal', 'kena', 'tipikor', 'menyedihkan', 'ngapain', 'takut', 'klo', 'mencuri', 'jt', 'orang', 'takut', 'ama', 'polisi', 'tagar', 'percumalaporpolisi']",aman gak tangkap nominal kena tipikor sedih ngapain takut klo curi jt orang takut ama polisi tagar percumalaporpolisi
"['percumalaporpolisi', 'bener', 'teman', 'pengusaha', 'laporan', 'pencurian', 'yg', 'lakukan', 'karyawannya', 'udah', 'rekaman', 'cctv', 'dll', 'bukti', 'tau', 'yg', 'bilang', 'polisi', 'coba', 'ajak', 'kekeluargaan', 'yg', 'diambil', 'jt', 'gw', 'bilang', 'besok', 'lo', 'maling', 'aja', 'jt']",percumalaporpolisi bener teman usaha lapor curi yg laku karyawannya udah rekam cctv dll bukti tau yg bilang polisi coba ajak keluarga yg ambil jt gw bilang besok lo maling aja jt
"['dicari', 'terlibat', 'penggelapan', 'nama', 'widodo', 'alamat', 'kec', 'kapas', 'kab', 'bojonegoro', 'infobojonegoro', 'sahabat', 'bjn', 'bojonegoromu', 'percumalaporpolisi', 'https', 't', 'co', 'hoi', 'glja']",cari libat gelap nama widodo alamat kec kapas kab bojonegoro infobojonegoro sahabat bjn bojonegoromu percumalaporpolisi https t co hoi glja
"['agussun', 'rohmanmomo', 'percumalaporpolisi']",agussun rohmanmomo percumalaporpolisi
"['agussun', 'rohmanmomo', 'percumalaporpolisi']",agussun rohmanmomo percumalaporpolisi
"['emang', 'percumalaporpolisi', 'pake', 'banget', 'ngerasain', 'udah', 'bawa', 'sodara', 'angkatan', 'kaga', 'hasil', 'dapet', 'surat', 'kehilangan', 'aja', 'ga', 'tindak']",emang percumalaporpolisi pake banget ngerasain udah bawa sodara angkat kaga hasil dapet surat hilang aja ga tindak
"['anotherme', 'kehilangan', 'uda', 'wes', 'milih', 'ikhlasin', 'usaha', 'dkit', 'nyari', 'klau', 'lapor', 'polisi', 'gk', 'uang', 'percumalaporpolisi']",anotherme hilang uda wes milih ikhlasin usaha dkit nyari klau lapor polisi gk uang percumalaporpolisi
"['percumalaporpolisi', 'infoboyolali', 'unsoed', 'infosemarang', 'boyolalionline', 'meninggalkan', 'keluarga', 'informasi', 'nama', 'lulus', 'widagdo', 'bin', 'pujo', 'darmono', 'binti', 'suwarni', 'tgl', 'lahir', 'april', 'alamat', 'ktp', 'perumtas', 'll', 'blok', 'p', 'kalisampurno', 'tang', 'https', 't', 'co', 'ypaaecbsr']",percumalaporpolisi infoboyolali unsoed infosemarang boyolalionline tinggal keluarga informasi nama lulus widagdo bin pujo darmono binti suwarni tgl lahir april alamat ktp perumtas ll blok p kalisampurno tang https t co ypaaecbsr
"['liat', 'percumalaporpolisi', 'bikin', 'emosi', 'eneg', 'minggu']",liat percumalaporpolisi bikin emosi eneg minggu
"['tweet', 'alasan', 'percumalaporpolisi', 'populer', 'cepat', 'lapor', 'ga', 'ditanggepin', 'giliran', 'kritik', 'dianggep', 'nyerang']",tweet alas percumalaporpolisi populer cepat lapor ga ditanggepin gilir kritik dianggep nyerang
"['keren', 'hastagnya', 'percumalaporpolisi']",keren hastagnya percumalaporpolisi
"['tvonenews', 'laporan', 'ditindaklanjuti', 'uang', 'percumalaporpolisi']",tvonenews lapor ditindaklanjuti uang percumalaporpolisi
"['tvonenews', 'percumalaporpolisi']",tvonenews percumalaporpolisi
"['korban', 'begal', 'makassar', 'lapor', 'polisi', 'usut', 'hasilnya', 'nihil', 'percumalaporpolisi']",korban begal makassar lapor polisi usut hasil nihil percumalaporpolisi
"['percumalaporpolisi', 'haaaaaaa', 'iniiii', 'kenyataannya', 'cuyyyyyy']",percumalaporpolisi haaaaaaa iniiii nyata cuyyyyyy
['percumalaporpolisi'],percumalaporpolisi
"['terharu', 'percumalaporpolisi']",haru percumalaporpolisi
"['jd', 'trending', 'percumalaporpolisi', 'sdh', 'jd', 'kebiasaan', 'kpd', 'rakyat']",jd trending percumalaporpolisi sdh jd biasa kpd rakyat
"['agussun', 'rohmanmomo', 'percumalaporpolisi', 'gak', 'viral']",agussun rohmanmomo percumalaporpolisi gak viral
"['percumalaporpolisi', 'ngak', 'kebagetan', 'males', 'an']",percumalaporpolisi ngak kebagetan males an
"['beckzjr', 'percumalaporpolisi']",beckzjr percumalaporpolisi
"['pakar', 'psikologi', 'forensik', 'reza', 'indragiri', 'membeber', 'data', 'menanggapi', 'tagar', 'percumalaporpolisi', 'terkait', 'pemerkosaan', 'kakak', 'beradik', 'luwu', 'timur', 'percumalaporpolisi', 'https', 't', 'co', 'lzb', 'njzhm']",pakar psikologi forensik reza indragiri beber data tanggap tagar percumalaporpolisi kait perkosa kakak adik luwu timur percumalaporpolisi https t co lzb njzhm
"['tolong', 'dikasih', 'cctv', 'pos', 'polisi', 'lintas', 'biar', 'uang', 'damai', 'dlm', 'pos', 'ntmclantaspolri', 'percumalaporpolisi']",tolong kasih cctv pos polisi lintas biar uang damai dlm pos ntmclantaspolri percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'mending', 'lapor', 'netizen']",percumalaporpolisi mending lapor netizen
"['geloraco', 'percumalaporpolisi']",geloraco percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['dennysiregar', 'pelakunya', 'duga', 'angota', 'polisi', 'bpn', 'kpu', 'keluarga', 'jaksa', 'diam', 'fakum', 'percumalaporpolisi', 'https', 't', 'co', 'lhw', 'qqkpl']",dennysiregar laku duga angota polisi bpn kpu keluarga jaksa diam fakum percumalaporpolisi https t co lhw qqkpl
"['txtdrimedia', 'ha', 'tgarin', 'percumalaporpolisi', 'lo', 'ilang', 'rtus', 'ribu', 'mislkan', 'mka', 'lu', 'mesti', 'ngorbnin', 'jutaan', 'gila']",txtdrimedia ha tgarin percumalaporpolisi lo ilang rtus ribu mislkan mka lu mesti ngorbnin juta gila
"['kumparan', 'kompolnas', 'ri', 'tunggu', 'viral', 'bicara', 'percumalaporpolisi']",kumpar kompolnas ri tunggu viral bicara percumalaporpolisi
"['agussun', 'rohmanmomo', 'kmarin', 'rame', 'loh', 'percumalaporpolisi']",agussun rohmanmomo kmarin rame loh percumalaporpolisi
"['tvonenews', 'coba', 'abu', 'janda', 'ade', 'armando', 'denny', 'siregar', 'kematian', 'kpps', 'diusut', 'divhumas', 'polri', 'berani', 'percumalaporpolisi', 'mending', 'percumaadapolisi']",tvonenews coba abu janda ade armando denny siregar mati kpps usut divhumas polri berani percumalaporpolisi mending percumaadapolisi
"['posmaltobing', 'f', 'uthabarat', 'daddysayyaf', 'yulistiani', 'm', 'aliyusnira', 'newiding', 'nikilo', 'bprima', 'tikari', 'na', 'dnry', 't', 'bidge', 'bby', 'maria', 'zadina', 'liesmaputri', 'lekmarteg', 'the', 'aja', 'arinatanaels', 'r', 'yn', 't', 'keynawu', 'solid', 'harno', 'yb', 'vk', 'kn']",posmaltobing f uthabarat daddysayyaf yulistiani m aliyusnira newiding nikilo bprima tikar na dnry t bidge bby maria zadina liesmaputri lekmarteg the aja arinatanaels r yn t keynawu solid harno yb vk kn
"['mencari', 'alat', 'bukti', 'tugasmu', 'pulisi', 'divhumas', 'polri', 'percumalaporpolisi']",cari alat bukti tugas pulisi divhumas polri percumalaporpolisi
"['noltakterhingga', 'emirfaishal', 'dare', 'bong', 'tagar', 'percumalaporpolisi', 'paham', 'gak', 'lu', 'pelapor', 'kemalingan', 'motor', 'sistemnya', 'lu', 'nakes', 'faham', 'detil', 'obat', 'vaksin']",noltakterhingga emirfaishal dare bong tagar percumalaporpolisi paham gak lu lapor maling motor sistem lu nakes faham detil obat vaksin
"['amplop', 'isi', 'uang', 'bikin', 'surat', 'kehilangan', 'persulit', 'percumalaporpolisi']",amplop isi uang bikin surat hilang sulit percumalaporpolisi
"['cryptoboy', 'id', 'gak', 'pengen', 'ikutan', 'percumalaporpolisi', 'ngabarin', 'aja', 'menit', 'kena', 'rb', 'jl', 'rasunasaid', 'gegara', 'ganjil', 'genap', 'mobil', 'pinjeman', 'duit', 'ngutang', 'bjingan']",cryptoboy id gak ken ikut percumalaporpolisi ngabarin aja menit kena rb jl rasunasaid gegara ganjil genap mobil pinjeman duit ngutang bjingan
"['rame', 'percumalaporpolisi', 'presiden', 'memerintahkan', 'polri', 'kementrian', 'perempuan', 'anak', 'memproses', 'pemerkosaan', 'anak', 'https', 't', 'co', 'd', 'vf', 'd', 'as']",rame percumalaporpolisi presiden perintah polri tri perempuan anak proses perkosa anak https t co d vf d as
"['percumalaporpolisi', 'kena', 'begal', 'besoknya', 'ngelapor', 'barang', 'ilang', 'ape', 'dah', 'ama', 'dibecandain', 'doang', 'udah', 'tau', 'ane', 'ditusuk']",percumalaporpolisi kena begal besok ngelapor barang ilang ape dah ama dibecandain doang udah tau ane tusuk
"['kali', 'kehilangan', 'laporan', 'polisi', 'hasilnya', 'cuman', 'secarik', 'kertas', 'laporan', 'kehilangan', 'percumalaporpolisi']",kali hilang lapor polisi hasil cuman carik kertas lapor hilang percumalaporpolisi
"['apel', 'jarwio', 'beli', 'rokok', 'jajanan', 'ceritakan', 'pacarnya', 'percumalaporpolisi']",apel jarwio beli rokok jajan cerita pacar percumalaporpolisi
"['percumalaporpolisi', 'dompet', 'milik', 'jarwo', 'ketemu', 'umumkan', 'kehilangan', 'media', 'resmi', 'pacebook', 'polisi', 'kawatir', 'dokumen', 'dompet', 'hilang', 'ktp', 'sim', 'stnk', 'https', 't', 'co', 'c', 'mx', 'zwtb']",percumalaporpolisi dompet milik jarwo ketemu umum hilang media resmi pacebook polisi kawatir dokumen dompet hilang ktp sim stnk https t co c mx zwtb
"['ni', 'indonesia', 'ngapa', 'ya', 'dah', 'presiden', 'nya', 'gini', 'gt', 'jokowijenius', 'tapiboong', 'polisi', 'nya', 'jg', 'gini', 'gt', 'percumalaporpolisi', 'penyakit', 'jd', 'bisnis', 'gt', 'jualanvaksin', 'mo', 'hidup', 'makmur', 'damai', 'sejahtera', 'ya', 'allah']",ni indonesia ngapa ya dah presiden nya gin gt jokowijenius tapiboong polisi nya jg gin gt percumalaporpolisi sakit jd bisnis gt jualanvaksin mo hidup makmur damai sejahtera ya allah
['percumalaporpolisi'],percumalaporpolisi
"['akunkelima', 'z', 'nie', 'tha', 'percumalaporpolisi']",akunkelima z nie tha percumalaporpolisi
"['udah', 'narasi', 'taliban', 'framing', 'hashtag', 'percumalaporpolisi', 'belom', 'sih', 'polanya', 'arah', 'situ']",udah narasi talib framing hashtag percumalaporpolisi bom sih pola arah situ
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'kalo', 'suka']",percumalaporpolisi kalo suka
"['lapor', 'polisi', 'kasusnya', 'mandek', 'percumalaporpolisi', 'https', 't', 'co', 'z', 'xz', 'zf', 'r']",lapor polisi kasus mandek percumalaporpolisi https t co z xz zf r
"['nneve', 'emang', 'percumalaporpolisi']",nneve emang percumalaporpolisi
"['melayani', 'dikasih', 'duit', 'mengayomi', 'viral', 'sok', 'manis', 'didepan', 'kamera', 'idamanmu', 'percumalaporpolisi', 'bukanmaen']",layan kasih duit ayom viral sok manis depan kamera idam percumalaporpolisi bukanmaen
"['rohmanmomo', 'duh', 'gimana', 'ya', 'lapor', 'polisi', 'percumalaporpolisi']",rohmanmomo duh gimana ya lapor polisi percumalaporpolisi
"['komisi', 'kepolisian', 'nasional', 'kompolnas', 'ri', 'tagar', 'percumalaporpolisi', 'menyelesaikan', 'masyarakat', 'mendukung', 'polri', 'profesional', 'menuntaskan', 'topnews', 'https', 't', 'co', 'jub', 'pj', 'g', 'https', 't', 'co', 'jd', 'thwsaw']",komisi polisi nasional kompolnas ri tagar percumalaporpolisi selesai masyarakat dukung polri profesional tuntas topnews https t co jub pj g https t co jd thwsaw
"['lupa', 'tagar', 'percumalaporpolisi', 'percumaladeninbuzzer', 'rotten', 'to', 'the', 'core']",lupa tagar percumalaporpolisi percumaladeninbuzzer rotten to the core
"['beda', 'cerita', 'kalo', 'viral', 'ya', 'kenyataan', 'lapangan', 'pengalaman', 'pribadi', 'berkali', 'urusan', 'ama', 'isilop', 'mikirin', 'ribet', 'biaya', 'kecuali', 'surat', 'urus', 'atm', 'percumalaporpolisi', 'https', 't', 'co', 'gufwipksfw']",beda cerita kalo viral ya nyata lapang alam pribadi kali urus ama isilop mikirin ribet biaya kecuali surat urus atm percumalaporpolisi https t co gufwipksfw
"['laporan', 'leslar', 'udah', 'masuk', 'ya', 'kalo', 'laporan', 'diperkosa', 'udh', 'percumalaporpolisi', 'trending', 'polisi', 'yg', 'bener', 'kerjanya']",lapor leslar udah masuk ya kalo lapor perkosa udh percumalaporpolisi trending polisi yg bener kerja
"['tijabar', 'kasihan', 'si', 'percumalaporpolisi']",tijabar kasihan si percumalaporpolisi
"['and', 'also', 'not', 'knowing', 'the', 'percumalaporpolisi']",and also not knowing the percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tobireitobi', 'captendelicious', 'oh', 'iya', 'ya', 'percumalaporpolisi']",tobireitobi captendelicious oh iya ya percumalaporpolisi
"['realitanya', 'indonesia', 'percumalaporpolisi']",realitanya indonesia percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['polisi', 'passwordnya', 'melayani', 'kaya', 'mengayomi', 'disorot', 'kamera', 'bukanmaen', 'percumalaporpolisi']",polisi passwordnya layan kaya ayom sorot kamera bukanmaen percumalaporpolisi
"['dr', 'jaman', 'percumalaporpolisi']",dr jaman percumalaporpolisi
"['rohmanmomo', 'bekokjin', 'konflik', 'batin', 'nih', 'kalok', 'kejadian', 'kayak', 'gini', 'lapor', 'polisikah', 'percumalaporpolisi', 'krn', 'mudah', 'tuh', 'nangkepnya', 'pake', 'cctv', 'area', 'pik', 'polisi', 'tuh']",rohmanmomo bekokjin konflik batin nih kalok jadi kayak gin lapor polisi percumalaporpolisi krn mudah tuh nangkepnya pake cctv area pik polisi tuh
"['kokoh', 'trending', 'tweet', 'hastag', 'percumalaporpolisi', 'bukti', 'nyata', 'negara', 'wakanda', 'https', 't', 'co', 'peh', 'qpsfkk']",kokoh trending tweet hastag percumalaporpolisi bukti nyata negara wakanda https t co peh qpsfkk
"['farhanassegaf', 'main', 'cantik', 'doong', 'bikin', 'cacat', 'seumur', 'hidup', 'percumalaporpolisi', 'percumalaporpolisi']",farhanassegaf main cantik doong bikin cacat umur hidup percumalaporpolisi percumalaporpolisi
"['lbh', 'makassar', 'polisi', 'butuh', 'bukti', 'perkosaan', 'anak', 'lutim', 'https', 't', 'co', 'c', 'k', 'vyr', 'xv', 'covid', 'meninggal', 'oktober', 'minggu', 'damkar', 'pastinya', 'tegal', 'lativi', 'jerman', 'percumalaporpolisi', 'percumalaporpolisi']",lbh makassar polisi butuh bukti perkosa anak lutim https t co c k vyr xv covid tinggal oktober minggu damkar pasti tegal lativi jerman percumalaporpolisi percumalaporpolisi
"['aparat', 'negara', 'percumalaporpolisi']",aparat negara percumalaporpolisi
"['taun', 'yg', 'temen', 'ku', 'kena', 'hipnotis', 'laptop', 'diambil', 'ketiga', 'temenku', 'diambil', 'hpnya', 'udah', 'lapor', 'polisi', 'ga', 'dapet', 'hasil', 'skrng', 'percumalaporpolisi']",taun yg temen ku kena hipnotis laptop ambil tiga temenku ambil hpnya udah lapor polisi ga dapet hasil skrng percumalaporpolisi
"['farhanassegaf', 'kudu', 'dikasih', 'kenangan', 'trindah', 'malingnya', 'mislkan', 'patahin', 'jarinya', 'atao', 'colok', 'matanya', 'yg', 'lemah', 'lmbut', 'dikebiri', 'percumalaporpolisi', 'percumalaporpolisi']",farhanassegaf kudu kasih kenang trindah maling mislkan patahin jari atao colok mata yg lemah lmbut kebiri percumalaporpolisi percumalaporpolisi
